age,status,sex,orientation,body_type,diet,drinks,drugs,smokes
23,single,m,gay,thin,mostly anything,socially,never,no
27,single,m,straight,fit,mostly anything,socially,never,no
26,single,m,straight,,mostly anything,very often,never,trying to quit
31,single,m,straight,average,,socially,never,no
27,single,m,straight,average,,socially,never,no
34,single,m,straight,athletic,,socially,never,no
26,single,m,straight,average,mostly anything,socially,never,no
35,single,m,straight,fit,mostly anything,socially,never,no
30,single,m,gay,fit,,socially,,no
26,single,m,straight,average,strictly anything,socially,never,no
51,single,m,gay,fit,strictly vegetarian,socially,never,no
37,single,m,straight,average,,,,no
47,single,m,straight,fit,strictly anything,socially,never,
58,single,m,straight,fit,,rarely,never,no
43,single,m,gay,athletic,mostly anything,often,never,no
35,single,m,straight,athletic,mostly anything,socially,never,no
29,single,m,straight,fit,strictly anything,socially,never,no
30,single,f,straight,athletic,,socially,never,no
42,single,m,straight,average,mostly anything,socially,never,no
26,single,m,straight,athletic,anything,socially,never,no
27,single,f,gay,fit,mostly anything,socially,never,no
29,single,f,straight,,mostly vegetarian,,,no
25,single,f,straight,average,mostly vegetarian,often,never,when drinking
33,single,m,straight,average,mostly vegetarian,socially,,no
34,single,m,straight,average,,socially,never,no
26,single,m,straight,thin,anything,socially,never,no
29,single,m,straight,fit,strictly anything,socially,,when drinking
34,single,m,straight,athletic,mostly anything,socially,never,no
44,single,m,straight,fit,,often,never,no
46,single,m,straight,athletic,,socially,never,no
45,single,m,straight,thin,mostly anything,socially,never,no
47,single,m,straight,overweight,,often,,no
28,seeing someone,m,straight,,,socially,sometimes,no
50,single,m,straight,fit,,socially,sometimes,trying to quit
21,single,f,bisexual,curvy,mostly anything,socially,,no
28,single,m,straight,thin,other,often,never,no
32,single,m,gay,,,socially,never,no
24,seeing someone,m,gay,skinny,anything,socially,sometimes,no
37,single,m,straight,fit,vegan,often,,no
34,single,f,straight,thin,,socially,never,no
21,single,m,straight,athletic,,,,no
33,single,m,straight,a little extra,,socially,never,no
24,single,m,straight,athletic,,socially,never,no
41,single,m,straight,athletic,strictly anything,socially,never,no
67,single,m,straight,fit,mostly anything,not at all,never,no
26,single,m,gay,athletic,mostly anything,socially,never,when drinking
43,single,m,gay,,,often,sometimes,when drinking
32,single,m,straight,average,,rarely,sometimes,no
33,single,m,straight,average,,socially,never,no
32,single,m,straight,fit,strictly anything,socially,,
23,single,m,straight,athletic,anything,socially,never,no
45,single,m,straight,average,anything,often,never,when drinking
31,single,m,straight,athletic,mostly anything,not at all,,no
23,single,m,straight,thin,mostly anything,socially,never,no
33,single,m,straight,fit,strictly anything,socially,never,no
24,single,m,straight,used up,strictly anything,socially,sometimes,sometimes
41,single,f,straight,curvy,,socially,never,no
29,single,m,gay,average,mostly anything,socially,never,no
43,single,f,straight,curvy,,rarely,never,no
47,single,m,straight,,,rarely,never,no
37,single,m,straight,athletic,,socially,never,no
33,seeing someone,f,gay,thin,anything,often,never,sometimes
22,single,f,straight,average,,,never,no
28,single,m,straight,fit,mostly anything,socially,,no
48,single,m,straight,average,,not at all,never,no
24,single,m,straight,fit,mostly anything,very often,,no
32,single,m,straight,average,mostly other,socially,,when drinking
25,single,m,straight,athletic,anything,socially,never,no
58,single,m,straight,fit,mostly anything,socially,never,no
25,single,m,straight,athletic,,socially,,when drinking
50,single,m,straight,average,,socially,,no
40,single,m,straight,athletic,,not at all,never,no
24,single,m,straight,fit,mostly anything,socially,never,no
34,single,f,straight,fit,,socially,never,no
28,single,m,straight,thin,mostly anything,often,,sometimes
28,seeing someone,f,gay,,vegetarian,socially,never,no
42,available,m,bisexual,average,mostly anything,socially,never,
58,seeing someone,m,straight,average,mostly anything,socially,sometimes,no
34,single,f,straight,curvy,mostly anything,socially,never,no
43,single,f,straight,fit,anything,socially,,yes
22,single,m,straight,athletic,,socially,never,when drinking
46,single,m,bisexual,fit,,socially,never,no
33,single,f,straight,fit,mostly anything,socially,never,no
23,single,m,straight,fit,mostly kosher,often,often,when drinking
32,single,m,straight,athletic,,not at all,never,yes
22,single,m,straight,average,anything,often,sometimes,yes
28,single,m,straight,fit,,socially,never,
26,single,m,straight,fit,,,never,no
37,single,m,straight,athletic,mostly anything,socially,,no
51,single,m,gay,fit,mostly anything,socially,sometimes,no
26,single,m,straight,average,mostly anything,socially,never,no
27,single,m,straight,average,anything,socially,never,no
32,single,m,straight,athletic,,socially,never,when drinking
23,single,m,gay,thin,,socially,never,no
33,single,m,straight,average,,socially,,no
28,seeing someone,m,straight,skinny,mostly anything,often,never,no
32,single,m,straight,,,rarely,,no
35,single,m,gay,jacked,mostly vegetarian,not at all,never,no
29,single,m,gay,average,,socially,never,no
24,single,m,bisexual,,strictly anything,very often,sometimes,no
27,single,m,straight,thin,mostly anything,rarely,never,no
20,single,f,straight,skinny,mostly anything,socially,never,no
27,single,m,bisexual,thin,,socially,sometimes,sometimes
36,single,m,straight,average,mostly anything,socially,,trying to quit
27,single,m,straight,average,,socially,,no
29,single,m,straight,,,rarely,never,trying to quit
25,single,m,gay,fit,,socially,,no
22,single,m,straight,athletic,,,often,
28,single,m,straight,athletic,anything,socially,,no
28,single,m,straight,athletic,mostly anything,socially,never,no
29,single,m,straight,athletic,strictly anything,socially,never,no
18,single,m,straight,,,,never,
27,single,m,straight,thin,,socially,never,no
24,single,f,bisexual,fit,strictly anything,not at all,never,yes
33,single,f,straight,fit,strictly anything,socially,,no
43,single,f,straight,average,,often,,no
27,single,m,gay,average,,not at all,never,no
65,single,f,straight,fit,mostly vegetarian,socially,never,no
48,single,f,straight,average,,socially,never,no
43,single,m,straight,athletic,,socially,never,no
39,single,m,straight,fit,,socially,,no
25,available,m,straight,average,,socially,never,no
42,single,f,bisexual,full figured,,often,,no
40,single,m,straight,average,,socially,never,no
29,single,m,straight,athletic,,socially,never,no
42,single,m,straight,athletic,mostly anything,socially,,sometimes
18,single,m,gay,curvy,mostly anything,rarely,never,no
39,single,m,straight,fit,mostly anything,rarely,never,no
35,single,m,straight,athletic,,socially,never,no
66,single,m,straight,a little extra,mostly anything,socially,never,no
35,single,m,straight,fit,mostly vegetarian,socially,never,no
29,single,m,bisexual,average,,socially,never,no
41,single,m,straight,average,,not at all,never,no
59,single,f,straight,average,,not at all,,no
56,single,f,straight,average,,not at all,never,no
21,single,f,straight,average,,,,no
29,single,m,straight,skinny,mostly anything,socially,sometimes,no
25,single,m,straight,fit,,often,never,no
56,single,m,straight,average,strictly other,socially,sometimes,sometimes
32,single,f,straight,,,not at all,never,no
36,single,m,straight,average,,socially,never,when drinking
33,single,m,straight,thin,,socially,never,no
22,seeing someone,f,straight,curvy,mostly anything,socially,never,no
52,single,m,straight,average,mostly anything,socially,sometimes,sometimes
24,single,m,gay,average,,socially,,no
26,single,m,straight,athletic,,socially,never,no
26,seeing someone,m,straight,thin,,socially,sometimes,yes
30,single,m,straight,athletic,,socially,,when drinking
30,single,m,straight,average,anything,often,never,no
25,single,m,straight,athletic,anything,socially,,no
20,single,m,straight,a little extra,mostly anything,,never,
32,single,m,straight,thin,mostly anything,socially,never,no
23,single,m,straight,skinny,mostly anything,socially,,no
27,single,m,straight,athletic,mostly other,socially,,trying to quit
23,single,f,straight,average,mostly vegetarian,socially,sometimes,
33,single,f,straight,thin,strictly anything,socially,,sometimes
35,single,f,bisexual,average,,socially,,sometimes
27,seeing someone,f,straight,fit,anything,socially,never,no
21,single,f,straight,curvy,,socially,never,no
28,single,m,straight,thin,strictly other,not at all,never,no
48,single,f,straight,thin,,not at all,never,no
37,single,f,straight,jacked,,rarely,,sometimes
29,single,m,straight,fit,,socially,never,no
29,single,m,straight,fit,mostly anything,socially,,sometimes
40,single,m,straight,,,socially,never,no
31,single,m,straight,,,socially,never,no
38,single,m,straight,average,mostly anything,socially,never,no
21,single,m,straight,fit,mostly anything,socially,never,no
20,single,m,straight,fit,,rarely,never,no
26,single,m,straight,a little extra,mostly anything,socially,sometimes,trying to quit
20,single,m,straight,skinny,mostly anything,rarely,often,trying to quit
26,single,m,straight,athletic,,socially,sometimes,sometimes
20,single,m,straight,average,anything,not at all,never,no
30,single,f,straight,thin,,socially,never,no
27,seeing someone,m,straight,,,socially,,no
24,seeing someone,m,gay,average,mostly vegetarian,socially,never,no
32,single,m,straight,athletic,mostly anything,socially,never,no
43,single,f,straight,average,mostly anything,socially,never,no
59,single,m,straight,thin,,socially,never,no
38,single,m,straight,athletic,,socially,never,no
48,single,f,straight,curvy,mostly other,socially,never,no
23,single,m,straight,curvy,mostly anything,often,sometimes,yes
35,single,f,straight,thin,mostly vegetarian,often,never,no
27,single,m,straight,used up,mostly anything,socially,never,no
32,single,m,straight,thin,mostly anything,often,sometimes,no
28,seeing someone,m,straight,average,,socially,never,no
47,single,m,straight,fit,,socially,,no
35,single,m,straight,,,socially,never,no
26,single,m,gay,a little extra,,socially,,yes
34,single,m,straight,average,,socially,never,no
28,single,m,straight,thin,anything,socially,sometimes,no
21,single,m,straight,average,,socially,never,no
25,single,m,straight,fit,mostly vegetarian,often,sometimes,no
24,single,m,gay,skinny,,socially,never,no
29,single,m,straight,athletic,mostly anything,,never,no
19,single,m,straight,athletic,anything,socially,never,yes
32,seeing someone,m,gay,average,,socially,never,no
27,single,f,straight,average,,socially,never,no
36,single,m,straight,skinny,strictly anything,socially,never,no
39,single,m,straight,fit,mostly anything,often,never,no
59,single,m,straight,average,,socially,never,no
44,single,m,straight,fit,mostly anything,,never,no
22,single,m,gay,curvy,,socially,,no
44,single,m,straight,fit,anything,socially,,no
20,single,m,straight,athletic,mostly anything,socially,sometimes,no
25,single,m,gay,average,,socially,,no
34,single,m,straight,average,,socially,never,no
29,available,m,bisexual,skinny,,socially,never,no
59,single,m,straight,fit,,not at all,never,no
25,single,m,straight,athletic,,often,sometimes,no
44,single,m,straight,athletic,mostly anything,socially,,no
29,available,m,straight,thin,mostly anything,socially,never,when drinking
25,single,m,straight,rather not say,,socially,never,no
25,single,m,straight,skinny,,socially,never,sometimes
25,single,m,straight,average,,rarely,never,no
34,single,m,straight,athletic,,not at all,never,
37,single,f,bisexual,fit,mostly anything,,,
